iter	MultiClass
0	0.8112300801
1	0.6516860343
2	0.532486461
3	0.4423898856
4	0.3814298052
5	0.3306331998
6	0.2918215536
7	0.260755371
8	0.2364480785
9	0.2160188906
10	0.2013954242
11	0.1865444089
12	0.1738173952
13	0.1637583367
14	0.1553974076
15	0.1488698834
16	0.1417184567
17	0.1354492176
18	0.1308440138
19	0.1257492244
20	0.1221077986
21	0.119029656
22	0.1167379437
23	0.1142360054
24	0.1117697685
25	0.1090353883
26	0.1062946701
27	0.104708806
28	0.102843063
29	0.1013634037
30	0.09969272978
31	0.09825273599
32	0.09675359436
33	0.09560228923
34	0.09459384296
35	0.0932589722
36	0.09188404288
37	0.09058041021
38	0.08894940914
39	0.08816229374
40	0.08724468604
41	0.08629137161
42	0.08496541488
43	0.08452283867
44	0.08340213772
45	0.0826208086
46	0.08187189031
47	0.08073428813
48	0.08028325486
49	0.07835989248
50	0.07742764476
51	0.07582019386
52	0.07535135953
53	0.07494036405
54	0.07429245626
55	0.0736151628
56	0.07312202898
57	0.07236525798
58	0.07172909405
59	0.07138792238
60	0.07065316475
61	0.07008611796
62	0.06917895063
63	0.06857831571
64	0.06784689641
65	0.06737033266
66	0.06668973036
67	0.06632972041
68	0.06539168575
69	0.0650082034
70	0.06405761868
71	0.06355711181
72	0.06318156318
73	0.06297475802
74	0.06249296067
75	0.06233644874
76	0.06188060446
77	0.0614288099
78	0.06106589565
79	0.06052186663
80	0.06008626002
81	0.05955351069
82	0.05909948201
83	0.05854221446
84	0.0583291718
85	0.05791704372
86	0.05744198077
87	0.05712212943
88	0.05663369256
89	0.05640626862
90	0.05581720156
91	0.0550757926
92	0.05427368995
93	0.05403538956
94	0.05363549475
95	0.05320976862
96	0.05289946341
97	0.05269491852
98	0.05235924293
99	0.05168922986
100	0.05147006438
101	0.05114934979
102	0.05083232349
103	0.05056364227
104	0.05027708558
105	0.05009998321
106	0.0499850211
107	0.04979586182
108	0.049710583
109	0.04937586219
110	0.04925807975
111	0.04899914359
112	0.04886339367
113	0.04854543627
114	0.04833579338
115	0.04811391217
116	0.0479850867
117	0.04777832623
118	0.04744855275
119	0.04717611664
120	0.04689381473
121	0.04658571277
122	0.0462829266
123	0.04613356217
124	0.04594976486
125	0.04578894781
126	0.04569949533
127	0.04535834796
128	0.04509699482
129	0.04476922464
130	0.04457725858
131	0.0443697325
132	0.0442202713
133	0.04407588992
134	0.04386948484
135	0.04379002129
136	0.04365642395
137	0.04347388573
138	0.04331387252
139	0.04317994711
140	0.04287746581
141	0.04267884627
142	0.04222843124
143	0.04199131772
144	0.04181785037
145	0.04161928845
146	0.04140601479
147	0.0412865477
148	0.04115326087
149	0.04108952477
150	0.04077620314
151	0.04067130835
152	0.04026284592
153	0.04009891735
154	0.03999713348
155	0.03986074831
156	0.03965784358
157	0.03955194726
158	0.03944512204
159	0.03922732595
160	0.03911295279
161	0.03902592957
162	0.03891829057
163	0.03877699536
164	0.03868587348
165	0.03859659998
166	0.03851214005
167	0.03816537373
168	0.03804143719
169	0.03772477366
170	0.03743860159
171	0.03729412152
172	0.03706287924
173	0.03697816328
174	0.03679516961
175	0.03653522362
176	0.0364314397
177	0.03629062718
178	0.03597262168
179	0.03586972392
180	0.03568169238
181	0.03563192684
182	0.03552729573
183	0.03545183721
184	0.03530100097
185	0.03516964724
186	0.03502784723
187	0.03497271578
188	0.03472575105
189	0.03452640133
190	0.03442366926
191	0.03421479872
192	0.03412208125
193	0.03403379348
194	0.03382349031
195	0.03365725975
196	0.03361072988
197	0.03319542666
198	0.03303776609
199	0.0328205735
200	0.03272350289
201	0.0326039383
202	0.03251487407
203	0.03246201958
204	0.03221680775
205	0.03206028614
206	0.03197652998
207	0.03190971892
208	0.03175052941
209	0.03168453611
210	0.03159076013
211	0.03149698992
212	0.03136638631
213	0.03127860766
214	0.03120496861
215	0.03116574824
216	0.03110123756
217	0.03105159298
218	0.03092699018
219	0.03088596985
220	0.03079960434
221	0.03075524639
222	0.0306867854
223	0.03059017516
224	0.03049574825
225	0.03044417165
226	0.03040695907
227	0.03034686681
228	0.03018177471
229	0.03013548166
230	0.03010250019
231	0.0300822497
232	0.02996760084
233	0.02990910797
234	0.02973042153
235	0.02961808059
236	0.02953008664
237	0.02943513075
238	0.02930680934
239	0.0292485026
240	0.02902205339
241	0.02897190013
242	0.02890374077
243	0.02862860012
244	0.02854026799
245	0.02838962473
246	0.02827914571
247	0.02823639144
248	0.02814831306
249	0.02811941832
250	0.02806418245
251	0.02798193133
252	0.02792973755
253	0.02778939752
254	0.02774984335
255	0.02770013088
256	0.02766831635
257	0.0275116581
258	0.02742781636
259	0.02738767204
260	0.02731926403
261	0.02726350221
262	0.02718329872
263	0.02708311579
264	0.02704017338
265	0.02700569052
266	0.02686811458
267	0.02684445187
268	0.02670722506
269	0.02664365679
270	0.02658549457
271	0.02654378874
272	0.02645630711
273	0.02636925509
274	0.02630904437
275	0.02620550557
276	0.02617456068
277	0.0260671357
278	0.02602068975
279	0.02598597885
280	0.02584929227
281	0.0258039388
282	0.02575318023
283	0.02558409943
284	0.02550462718
285	0.02545281788
286	0.02536582701
287	0.02522708911
288	0.02516957421
289	0.02514585464
290	0.02505092496
291	0.02503142255
292	0.02496003904
293	0.02490241921
294	0.02480811173
295	0.02478840409
296	0.02472001585
297	0.02463971484
298	0.02450061971
299	0.02444084144
